Entity,Code,Year,Oil production - TWh
Asia Pacific (EI),,1973,1939.5765
Asia Pacific (EI),,1974,2067.8262
Asia Pacific (EI),,1975,2198.2178
Asia Pacific (EI),,1976,2508.1074
Asia Pacific (EI),,1977,2738.5405
Asia Pacific (EI),,1978,2862.0737
Asia Pacific (EI),,1979,2935.8198
Asia Pacific (EI),,1980,2847.7197
Asia Pacific (EI),,1981,2814.622
Asia Pacific (EI),,1982,2756.8235
Asia Pacific (EI),,1983,2960.2754
Asia Pacific (EI),,1984,3255.4893
Asia Pacific (EI),,1985,3365.3345
Asia Pacific (EI),,1986,3488.1987
Asia Pacific (EI),,1987,3519.8416
Asia Pacific (EI),,1988,3557.6663
Asia Pacific (EI),,1989,3661.528
Asia Pacific (EI),,1990,3791.2957
Asia Pacific (EI),,1991,3898.6807
Asia Pacific (EI),,1992,3892.5122
Asia Pacific (EI),,1993,3916.5498
Asia Pacific (EI),,1994,4025.685
Asia Pacific (EI),,1995,4096.689
Asia Pacific (EI),,1996,4232.756
Asia Pacific (EI),,1997,4273.505
Asia Pacific (EI),,1998,4254.9185
Asia Pacific (EI),,1999,4213.6743
Asia Pacific (EI),,2000,4436.488
Asia Pacific (EI),,2001,4393.0024
Asia Pacific (EI),,2002,4405.33
Asia Pacific (EI),,2003,4360.241
Asia Pacific (EI),,2004,4407.143
Asia Pacific (EI),,2005,4451.6226
Asia Pacific (EI),,2006,4424.1045
Asia Pacific (EI),,2007,4441.6323
Asia Pacific (EI),,2008,4523.157
Asia Pacific (EI),,2009,4490.0312
Asia Pacific (EI),,2010,4690.432
Asia Pacific (EI),,2011,4600.173
Asia Pacific (EI),,2012,4658.046
Asia Pacific (EI),,2013,4574.7104
Asia Pacific (EI),,2014,4586.584
Asia Pacific (EI),,2015,4644.877
Asia Pacific (EI),,2016,4460.4165
Asia Pacific (EI),,2017,4286.2456
Asia Pacific (EI),,2018,4194.445
Asia Pacific (EI),,2019,4204.2744
Asia Pacific (EI),,2020,4109.7554
Asia Pacific (EI),,2021,4055.8472
Asia Pacific (EI),,2022,4019.1592
Australia,AUS,1965,4.0263753
Australia,AUS,1966,5.1767683
Australia,AUS,1967,12.079125
Australia,AUS,1968,22.494122
Australia,AUS,1969,25.883842
Australia,AUS,1970,101.23458
Australia,AUS,1971,177.42035
Australia,AUS,1972,189.33647
Australia,AUS,1973,237.18723
Australia,AUS,1974,234.67719
Australia,AUS,1975,251.46202
Australia,AUS,1976,257.49902
Australia,AUS,1977,272.4299
Australia,AUS,1978,269.70963
Australia,AUS,1979,270.70334
Australia,AUS,1980,253.9847
Australia,AUS,1981,247.38208
Australia,AUS,1982,243.93092
Australia,AUS,1983,237.44705
Australia,AUS,1984,307.9994
Australia,AUS,1985,356.8411
Australia,AUS,1986,318.80838
Australia,AUS,1987,338.87204
Australia,AUS,1988,321.6083
Australia,AUS,1989,303.33276
Australia,AUS,1990,352.09924
Australia,AUS,1991,332.76974
Australia,AUS,1992,327.94684
Australia,AUS,1993,305.8865
Australia,AUS,1994,329.3391
Australia,AUS,1995,310.114
Australia,AUS,1996,326.40598
Australia,AUS,1997,346.43536
Australia,AUS,1998,328.0255
Australia,AUS,1999,319.4973
Australia,AUS,2000,431.37653
Australia,AUS,2001,399.1475
Australia,AUS,2002,396.66782
Australia,AUS,2003,343.3505
Australia,AUS,2004,299.85922
Australia,AUS,2005,294.55624
Australia,AUS,2006,268.95715
Australia,AUS,2007,286.4461
Australia,AUS,2008,285.7068
Australia,AUS,2009,280.429
Australia,AUS,2010,286.53317
Australia,AUS,2011,249.01212
Australia,AUS,2012,246.37004
Australia,AUS,2013,204.80865
Australia,AUS,2014,216.3719
Australia,AUS,2015,195.42087
Australia,AUS,2016,178.54611
Australia,AUS,2017,161.66644
Australia,AUS,2018,170.74864
Australia,AUS,2019,223.93333
Australia,AUS,2020,222.27069
Australia,AUS,2021,214.22488
Australia,AUS,2022,203.44319
Azerbaijan,AZE,1985,153.8649
Azerbaijan,AZE,1986,151.7715
Azerbaijan,AZE,1987,161.7733
Azerbaijan,AZE,1988,159.7962
Azerbaijan,AZE,1989,153.0508
Azerbaijan,AZE,1990,145.375
Azerbaijan,AZE,1991,136.92813
Azerbaijan,AZE,1992,130.206
Azerbaijan,AZE,1993,119.22262
Azerbaijan,AZE,1994,111.21537
Azerbaijan,AZE,1995,106.550575
Azerbaijan,AZE,1996,105.837654
Azerbaijan,AZE,1997,104.98402
Azerbaijan,AZE,1998,133.15187
Azerbaijan,AZE,1999,161.08713
Azerbaijan,AZE,2000,163.62247
Azerbaijan,AZE,2001,174.20578
Azerbaijan,AZE,2002,178.33441
Azerbaijan,AZE,2003,178.84615
Azerbaijan,AZE,2004,179.78816
Azerbaijan,AZE,2005,258.35114
Azerbaijan,AZE,2006,375.27222
Azerbaijan,AZE,2007,504.27567
Azerbaijan,AZE,2008,527.1751
Azerbaijan,AZE,2009,591.57855
Azerbaijan,AZE,2010,596.8202
Azerbaijan,AZE,2011,536.0849
Azerbaijan,AZE,2012,508.67645
Azerbaijan,AZE,2013,509.91736
Azerbaijan,AZE,2014,494.42505
Azerbaijan,AZE,2015,488.69147
Azerbaijan,AZE,2016,481.803
Azerbaijan,AZE,2017,454.60855
Azerbaijan,AZE,2018,455.87622
Azerbaijan,AZE,2019,441.87488
Azerbaijan,AZE,2020,407.35587
Azerbaijan,AZE,2021,410.12033
Azerbaijan,AZE,2022,387.3922
Brazil,BRA,1965,58.675575
Brazil,BRA,1966,71.632545
Brazil,BRA,1967,90.1425
Brazil,BRA,1968,99.05112
Brazil,BRA,1969,108.03546
Brazil,BRA,1970,102.25953
Brazil,BRA,1971,107.041916
Brazil,BRA,1972,104.99714
Brazil,BRA,1973,106.482506
Brazil,BRA,1974,111.1111
Brazil,BRA,1975,108.2866
Brazil,BRA,1976,105.45653
Brazil,BRA,1977,101.61979
Brazil,BRA,1978,101.04517
Brazil,BRA,1979,104.676834
Brazil,BRA,1980,114.915504
Brazil,BRA,1981,134.21123
Brazil,BRA,1982,163.54337
Brazil,BRA,1983,207.35083
Brazil,BRA,1984,290.23807
Brazil,BRA,1985,342.74146
Brazil,BRA,1986,360.37137
Brazil,BRA,1987,358.51154
Brazil,BRA,1988,350.34323
Brazil,BRA,1989,374.16556
Brazil,BRA,1990,396.90588
Brazil,BRA,1991,392.28058
Brazil,BRA,1992,398.22037
Brazil,BRA,1993,406.4251
Brazil,BRA,1994,421.4718
Brazil,BRA,1995,436.17145
Brazil,BRA,1996,494.66245
Brazil,BRA,1997,530.28345
Brazil,BRA,1998,612.65924
Brazil,BRA,1999,691.94525
Brazil,BRA,2000,780.2455
Brazil,BRA,2001,816.74133
Brazil,BRA,2002,914.1956
Brazil,BRA,2003,948.01917
Brazil,BRA,2004,940.91486
Brazil,BRA,2005,1034.8539
Brazil,BRA,2006,1093.6329
Brazil,BRA,2007,1109.1145
Brazil,BRA,2008,1152.7557
Brazil,BRA,2009,1232.6158
Brazil,BRA,2010,1298.3738
Brazil,BRA,2011,1326.1354
Brazil,BRA,2012,1306.8228
Brazil,BRA,2013,1281.0779
Brazil,BRA,2014,1424.1478
Brazil,BRA,2015,1537.4033
Brazil,BRA,2016,1589.9032
Brazil,BRA,2017,1658.9243
Brazil,BRA,2018,1635.2148
Brazil,BRA,2019,1758.4464
Brazil,BRA,2020,1853.1815
Brazil,BRA,2021,1824.239
Brazil,BRA,2022,1896.3617
Brunei,BRN,1965,46.11265
Brunei,BRN,1966,55.365948
Brunei,BRN,1967,59.99259
Brunei,BRN,1968,70.595436
Brunei,BRN,1969,71.55922
Brunei,BRN,1970,78.49919
Brunei,BRN,1971,74.450874
Brunei,BRN,1972,105.390366
Brunei,BRN,1973,132.97913
Brunei,BRN,1974,113.27886
Brunei,BRN,1975,106.60955
Brunei,BRN,1976,123.52782
Brunei,BRN,1977,129.12744
Brunei,BRN,1978,136.49191
Brunei,BRN,1979,148.17535
Brunei,BRN,1980,136.24884
Brunei,BRN,1981,98.43889
Brunei,BRN,1982,100.906044
Brunei,BRN,1983,101.63282
Brunei,BRN,1984,97.92559
Brunei,BRN,1985,95.0956
Brunei,BRN,1986,93.74967
Brunei,BRN,1987,87.97889
Brunei,BRN,1988,85.20507
Brunei,BRN,1989,84.88347
Brunei,BRN,1990,86.03725
Brunei,BRN,1991,93.08701
Brunei,BRN,1992,103.771866
Brunei,BRN,1993,99.33859
Brunei,BRN,1994,101.653
Brunei,BRN,1995,99.32618
Brunei,BRN,1996,93.999794
Brunei,BRN,1997,92.58174
Brunei,BRN,1998,89.11289
Brunei,BRN,1999,103.66081
Brunei,BRN,2000,110.308174
Brunei,BRN,2001,115.7335
Brunei,BRN,2002,119.65385
Brunei,BRN,2003,122.04537
Brunei,BRN,2004,120.05514
Brunei,BRN,2005,117.379524
Brunei,BRN,2006,125.68926
Brunei,BRN,2007,110.43322
Brunei,BRN,2008,99.55133
Brunei,BRN,2009,95.62808
Brunei,BRN,2010,97.98434
Brunei,BRN,2011,94.01258
Brunei,BRN,2012,90.57037
Brunei,BRN,2013,76.48024
Brunei,BRN,2014,71.56504
Brunei,BRN,2015,71.83905
Brunei,BRN,2016,68.595314
Brunei,BRN,2017,63.8205
Brunei,BRN,2018,62.94827
Brunei,BRN,2019,68.62962
Brunei,BRN,2020,62.556503
Brunei,BRN,2021,60.529842
Brunei,BRN,2022,52.189007
CIS (EI),,1965,2824.7874
CIS (EI),,1966,3083.113
CIS (EI),,1967,3350.603
CIS (EI),,1968,3595.996
CIS (EI),,1969,3818.129
CIS (EI),,1970,4105.8438
CIS (EI),,1971,4384.5103
CIS (EI),,1972,4656.652
CIS (EI),,1973,4989.27
CIS (EI),,1974,5337.007
CIS (EI),,1975,5708.0156
CIS (EI),,1976,6043.8438
CIS (EI),,1977,6347.6426
CIS (EI),,1978,6646.906
CIS (EI),,1979,6810.528
CIS (EI),,1980,7014.9834
CIS (EI),,1981,7080.5767
CIS (EI),,1982,7123.9683
CIS (EI),,1983,7168.0693
CIS (EI),,1984,7125.8174
CIS (EI),,1985,6860.374
CIS (EI),,1986,7085.0195
CIS (EI),,1987,7200.493
CIS (EI),,1988,7188.9565
CIS (EI),,1989,6997.376
CIS (EI),,1990,6571.473
CIS (EI),,1991,5940.3447
CIS (EI),,1992,5192.873
CIS (EI),,1993,4636.559
CIS (EI),,1994,4178.438
CIS (EI),,1995,4119.953
CIS (EI),,1996,4057.514
CIS (EI),,1997,4156.7925
CIS (EI),,1998,4165.942
CIS (EI),,1999,4254.832
CIS (EI),,2000,4568.1377
CIS (EI),,2001,4927.0576
CIS (EI),,2002,5392.6177
CIS (EI),,2003,5935.0913
CIS (EI),,2004,6466.0645
CIS (EI),,2005,6694.0264
CIS (EI),,2006,6987.7476
CIS (EI),,2007,7269.8765
CIS (EI),,2008,7299.158
CIS (EI),,2009,7510.874
CIS (EI),,2010,7679.2314
CIS (EI),,2011,7706.8096
CIS (EI),,2012,7754.819
CIS (EI),,2013,7853.125
CIS (EI),,2014,7887.79
CIS (EI),,2015,7952.1694
CIS (EI),,2016,8089.2373
CIS (EI),,2017,8158.4307
CIS (EI),,2018,8312.387
CIS (EI),,2019,8363.238
CIS (EI),,2020,7678.2393
CIS (EI),,2021,7866.6035
CIS (EI),,2022,7938.099
Canada,CAN,1965,510.25668
Canada,CAN,1966,560.70734
Canada,CAN,1967,612.9143
Canada,CAN,1968,664.29785
Canada,CAN,1969,723.5959
Canada,CAN,1970,814.8895
Canada,CAN,1971,874.15466
Canada,CAN,1972,1008.47394
Canada,CAN,1973,1166.6589
Canada,CAN,1974,1097.7156
Canada,CAN,1975,948.72656
Canada,CAN,1976,875.7928
Canada,CAN,1977,878.9293
Canada,CAN,1978,874.45825
Canada,CAN,1979,1003.3732
Canada,CAN,1980,968.42413
Canada,CAN,1981,876.45544
Canada,CAN,1982,867.18097
Canada,CAN,1983,913.65857
Canada,CAN,1984,974.7762
Canada,CAN,1985,996.51917
Canada,CAN,1986,997.11
Canada,CAN,1987,1050.1238
Canada,CAN,1988,1105.9545
Canada,CAN,1989,1077.1763
Canada,CAN,1990,1078.7738
Canada,CAN,1991,1084.0847
Canada,CAN,1992,1129.9681
Canada,CAN,1993,1189.5297
Canada,CAN,1994,1240.8297
Canada,CAN,1995,1301.4706
Canada,CAN,1996,1342.7246
Canada,CAN,1997,1403.7892
Canada,CAN,1998,1454.7723
Canada,CAN,1999,1407.1923
Canada,CAN,2000,1454.7485
Canada,CAN,2001,1467.3573
Canada,CAN,2002,1546.8191
Canada,CAN,2003,1635.5128
Canada,CAN,2004,1688.1901
Canada,CAN,2005,1659.3553
Canada,CAN,2006,1756.1113
Canada,CAN,2007,1810.4688
Canada,CAN,2008,1782.1812
Canada,CAN,2009,1781.1637
Canada,CAN,2010,1868.1315
Canada,CAN,2011,1978.6213
Canada,CAN,2012,2127.2776
Canada,CAN,2013,2272.614
Canada,CAN,2014,2439.7065
Canada,CAN,2015,2512.9456
Canada,CAN,2016,2545.1667
Canada,CAN,2017,2751.9355
Canada,CAN,2018,2997.575
Canada,CAN,2019,3064.065
Canada,CAN,2020,2931.024
Canada,CAN,2021,3100.7773
Canada,CAN,2022,3186.427
Chad,TCD,1999,0
Chad,TCD,2003,14.391079
Chad,TCD,2004,102.74561
Chad,TCD,2005,105.92504
Chad,TCD,2006,93.542015
Chad,TCD,2007,87.68518
Chad,TCD,2008,77.81223
Chad,TCD,2009,71.9554
Chad,TCD,2010,74.46547
Chad,TCD,2011,69.44532
Chad,TCD,2012,61.74777
Chad,TCD,2013,55.358665
Chad,TCD,2014,54.240368
Chad,TCD,2015,67.56121
Chad,TCD,2016,71.3618
Chad,TCD,2017,60.108273
Chad,TCD,2018,70.548904
Chad,TCD,2019,77.494965
Chad,TCD,2020,77.326004
Chad,TCD,2021,71.14674
Chad,TCD,2022,75.57923
China,CHN,1965,131.53531
China,CHN,1966,169.2165
China,CHN,1967,161.42441
China,CHN,1968,185.9637
China,CHN,1969,252.8362
China,CHN,1970,356.4595
China,CHN,1971,458.33832
China,CHN,1972,531.1421
China,CHN,1973,623.4843
China,CHN,1974,754.2055
China,CHN,1975,896.20776
China,CHN,1976,1013.67084
China,CHN,1977,1089.0332
China,CHN,1978,1210.1016
China,CHN,1979,1234.5245
China,CHN,1980,1232.1985
China,CHN,1981,1177.1886
China,CHN,1982,1187.6556
China,CHN,1983,1233.5941
China,CHN,1984,1332.9143
China,CHN,1985,1452.587
China,CHN,1986,1519.9247
China,CHN,1987,1560.0482
China,CHN,1988,1593.8916
China,CHN,1989,1600.7532
China,CHN,1990,1608.5453
China,CHN,1991,1639.7137
China,CHN,1992,1651.9252
China,CHN,1993,1675.0688
China,CHN,1994,1698.9104
China,CHN,1995,1733.1027
China,CHN,1996,1843.5876
China,CHN,1997,1862.312
China,CHN,1998,1862.8933
China,CHN,1999,1863.3586
China,CHN,2000,1891.2705
China,CHN,2001,1916.9729
China,CHN,2002,1940.6516
China,CHN,2003,1972.2737
China,CHN,2004,2024.2131
China,CHN,2005,2109.1343
China,CHN,2006,2148.8252
China,CHN,2007,2166.8809
China,CHN,2008,2214.8127
China,CHN,2009,2203.7688
China,CHN,2010,2361.053
China,CHN,2011,2359.4421
China,CHN,2012,2412.9692
China,CHN,2013,2441.8267
China,CHN,2014,2458.9192
China,CHN,2015,2495.3328
China,CHN,2016,2322.3364
China,CHN,2017,2227.2148
China,CHN,2018,2201.8381
China,CHN,2019,2228.6338
China,CHN,2020,2265.1636
China,CHN,2021,2312.986
China,CHN,2022,2380.8936
Colombia,COL,1965,123.91237
Colombia,COL,1966,121.46218
Colombia,COL,1967,117.17435
Colombia,COL,1968,107.66777
Colombia,COL,1969,130.65038
Colombia,COL,1970,136.76793
Colombia,COL,1971,135.78944
Colombia,COL,1972,123.015465
Colombia,COL,1973,115.69473
Colombia,COL,1974,105.52804
Colombia,COL,1975,98.84858
Colombia,COL,1976,92.362915
Colombia,COL,1977,86.84424
Colombia,COL,1978,82.55641
Colombia,COL,1979,77.65604
Colombia,COL,1980,79.09724
Colombia,COL,1981,84.39405
Colombia,COL,1982,88.92848
Colombia,COL,1983,95.41989
Colombia,COL,1984,104.8947
Colombia,COL,1985,110.73357
Colombia,COL,1986,186.68938
Colombia,COL,1987,236.7989
Colombia,COL,1988,232.53386
Colombia,COL,1989,248.43729
Colombia,COL,1990,271.8334
Colombia,COL,1991,262.5844
Colombia,COL,1992,270.6158
Colombia,COL,1993,279.4891
Colombia,COL,1994,280.52618
Colombia,COL,1995,360.71124
Colombia,COL,1996,387.98355
Colombia,COL,1997,405.1625
Colombia,COL,1998,469.95505
Colombia,COL,1999,508.2989
